DATE,NOUTPUT65Q4,NOUTPUT66Q1,NOUTPUT66Q2,NOUTPUT66Q3,NOUTPUT66Q4,NOUTPUT67Q1,NOUTPUT67Q2,NOUTPUT67Q3,NOUTPUT67Q4,NOUTPUT68Q1,NOUTPUT68Q2,NOUTPUT68Q3,NOUTPUT68Q4,NOUTPUT69Q1,NOUTPUT69Q2,NOUTPUT69Q3,NOUTPUT69Q4,NOUTPUT70Q1,NOUTPUT70Q2,NOUTPUT70Q3,NOUTPUT70Q4,NOUTPUT71Q1,NOUTPUT71Q2,NOUTPUT71Q3,NOUTPUT71Q4,NOUTPUT72Q1,NOUTPUT72Q2,NOUTPUT72Q3,NOUTPUT72Q4,NOUTPUT73Q1,NOUTPUT73Q2,NOUTPUT73Q3,NOUTPUT73Q4,NOUTPUT74Q1,NOUTPUT74Q2,NOUTPUT74Q3,NOUTPUT74Q4,NOUTPUT75Q1,NOUTPUT75Q2,NOUTPUT75Q3,NOUTPUT75Q4,NOUTPUT76Q1,NOUTPUT76Q2,NOUTPUT76Q3,NOUTPUT76Q4,NOUTPUT77Q1,NOUTPUT77Q2,NOUTPUT77Q3,NOUTPUT77Q4,NOUTPUT78Q1,NOUTPUT78Q2,NOUTPUT78Q3,NOUTPUT78Q4,NOUTPUT79Q1,NOUTPUT79Q2,NOUTPUT79Q3,NOUTPUT79Q4,NOUTPUT80Q1,NOUTPUT80Q2,NOUTPUT80Q3,NOUTPUT80Q4,NOUTPUT81Q1,NOUTPUT81Q2,NOUTPUT81Q3,NOUTPUT81Q4,NOUTPUT82Q1,NOUTPUT82Q2,NOUTPUT82Q3,NOUTPUT82Q4,NOUTPUT83Q1,NOUTPUT83Q2,NOUTPUT83Q3,NOUTPUT83Q4,NOUTPUT84Q1,NOUTPUT84Q2,NOUTPUT84Q3,NOUTPUT84Q4,NOUTPUT85Q1,NOUTPUT85Q2,NOUTPUT85Q3,NOUTPUT85Q4,NOUTPUT86Q1,NOUTPUT86Q2,NOUTPUT86Q3,NOUTPUT86Q4,NOUTPUT87Q1,NOUTPUT87Q2,NOUTPUT87Q3,NOUTPUT87Q4,NOUTPUT88Q1,NOUTPUT88Q2,NOUTPUT88Q3,NOUTPUT88Q4,NOUTPUT89Q1,NOUTPUT89Q2,NOUTPUT89Q3,NOUTPUT89Q4,NOUTPUT90Q1,NOUTPUT90Q2,NOUTPUT90Q3,NOUTPUT90Q4,NOUTPUT91Q1,NOUTPUT91Q2,NOUTPUT91Q3,NOUTPUT91Q4,NOUTPUT92Q1,NOUTPUT92Q2,NOUTPUT92Q3,NOUTPUT92Q4,NOUTPUT93Q1,NOUTPUT93Q2,NOUTPUT93Q3,NOUTPUT93Q4,NOUTPUT94Q1,NOUTPUT94Q2,NOUTPUT94Q3,NOUTPUT94Q4,NOUTPUT95Q1,NOUTPUT95Q2,NOUTPUT95Q3,NOUTPUT95Q4,NOUTPUT96Q1,NOUTPUT96Q2,NOUTPUT96Q3,NOUTPUT96Q4,NOUTPUT97Q1,NOUTPUT97Q2,NOUTPUT97Q3,NOUTPUT97Q4,NOUTPUT98Q1,NOUTPUT98Q2,NOUTPUT98Q3,NOUTPUT98Q4,NOUTPUT99Q1,NOUTPUT99Q2,NOUTPUT99Q3,NOUTPUT99Q4,NOUTPUT00Q1,NOUTPUT00Q2,NOUTPUT00Q3,NOUTPUT00Q4,NOUTPUT01Q1,NOUTPUT01Q2,NOUTPUT01Q3,NOUTPUT01Q4,NOUTPUT02Q1,NOUTPUT02Q2,NOUTPUT02Q3,NOUTPUT02Q4,NOUTPUT03Q1,NOUTPUT03Q2,NOUTPUT03Q3,NOUTPUT03Q4,NOUTPUT04Q1,NOUTPUT04Q2,NOUTPUT04Q3,NOUTPUT04Q4,NOUTPUT05Q1,NOUTPUT05Q2,NOUTPUT05Q3,NOUTPUT05Q4,NOUTPUT06Q1,NOUTPUT06Q2,NOUTPUT06Q3,NOUTPUT06Q4,NOUTPUT07Q1,NOUTPUT07Q2,NOUTPUT07Q3,NOUTPUT07Q4,NOUTPUT08Q1,NOUTPUT08Q2,NOUTPUT08Q3,NOUTPUT08Q4,NOUTPUT09Q1,NOUTPUT09Q2,NOUTPUT09Q3,NOUTPUT09Q4,NOUTPUT10Q1,NOUTPUT10Q2,NOUTPUT10Q3,NOUTPUT10Q4,NOUTPUT11Q1,NOUTPUT11Q2,NOUTPUT11Q3,NOUTPUT11Q4,NOUTPUT12Q1,NOUTPUT12Q2,NOUTPUT12Q3,NOUTPUT12Q4,NOUTPUT13Q1,NOUTPUT13Q2,NOUTPUT13Q3,NOUTPUT13Q4,NOUTPUT14Q1,NOUTPUT14Q2,NOUTPUT14Q3,NOUTPUT14Q4,NOUTPUT15Q1,NOUTPUT15Q2,NOUTPUT15Q3,NOUTPUT15Q4,NOUTPUT16Q1,NOUTPUT16Q2,NOUTPUT16Q3,NOUTPUT16Q4,NOUTPUT17Q1,NOUTPUT17Q2,NOUTPUT17Q3,NOUTPUT17Q4,NOUTPUT18Q1,NOUTPUT18Q2,NOUTPUT18Q3,NOUTPUT18Q4,NOUTPUT19Q1,NOUTPUT19Q2,NOUTPUT19Q3,NOUTPUT19Q4,NOUTPUT20Q1,NOUTPUT20Q2,NOUTPUT20Q3,NOUTPUT20Q4,NOUTPUT21Q1,NOUTPUT21Q2,NOUTPUT21Q3,NOUTPUT21Q4,NOUTPUT22Q1
1949:Q3,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,257.1,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,260.9,#N/A,#N/A,#N/A,#N/A,259.9,259.9,259.9,259.9,259.9,259.9,259.9,259.9,259.9,259.9,259.9,259.9,#N/A,#N/A,#N/A,#N/A,#N/A,268.1,268.1,268.1,268.1,268.1,268.1,268.1,268.1,268.1,268.1,#N/A,#N/A,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.7,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,273.3,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9,272.9
1949:Q4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,256.8,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,258.6,#N/A,#N/A,#N/A,#N/A,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,257.7,#N/A,#N/A,#N/A,#N/A,#N/A,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,#N/A,#N/A,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,265.2,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6
1950:Q1,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,267.6,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,269.3,#N/A,#N/A,#N/A,#N/A,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,#N/A,#N/A,#N/A,#N/A,#N/A,276,276,276,276,276,276,276,276,276,276,#N/A,#N/A,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.7,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,281.2,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8,280.8
1950:Q2,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.1,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,#N/A,#N/A,#N/A,#N/A,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,277.9,#N/A,#N/A,#N/A,#N/A,#N/A,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,285.3,#N/A,#N/A,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,284.5,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.7,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4,290.4
1950:Q3,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,293.1,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.5,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,294.8,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,296.7,#N/A,#N/A,#N/A,#N/A,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,#N/A,#N/A,#N/A,#N/A,#N/A,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,#N/A,#N/A,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,301.9,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2,308.2
1950:Q4,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,305.9,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,308.1,#N/A,#N/A,#N/A,#N/A,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,#N/A,#N/A,#N/A,#N/A,#N/A,314.4,314.4,314.4,314.4,314.4,314.4,314.4,314.4,314.4,314.4,#N/A,#N/A,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.9,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,313.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,320.3,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9
1951:Q1,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,320.4,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,#N/A,#N/A,#N/A,#N/A,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,#N/A,#N/A,#N/A,#N/A,#N/A,329.5,329.5,329.5,329.5,329.5,329.5,329.5,329.5,329.5,329.5,#N/A,#N/A,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329.3,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336.4,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
1951:Q2,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,327.7,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,328.3,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,330.9,#N/A,#N/A,#N/A,#N/A,329.1,329.1,329.1,329.1,329.1,329.1,329.1,329.1,329.1,329.1,329.1,329.1,#N/A,#N/A,#N/A,#N/A,#N/A,337.1,337.1,337.1,337.1,337.1,337.1,337.1,337.1,337.1,337.1,#N/A,#N/A,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.7,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,336.6,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1,344.1
1951:Q3,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,334.4,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,337.7,#N/A,#N/A,#N/A,#N/A,335.8,335.8,335.8,335.8,335.8,335.8,335.8,335.8,335.8,335.8,335.8,335.8,#N/A,#N/A,#N/A,#N/A,#N/A,344,344,344,344,344,344,344,344,344,344,#N/A,#N/A,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.8,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4,351.4
1951:Q4,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,338.5,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,#N/A,#N/A,#N/A,#N/A,340,340,340,340,340,340,340,340,340,340,340,340,#N/A,#N/A,#N/A,#N/A,#N/A,348.4,348.4,348.4,348.4,348.4,348.4,348.4,348.4,348.4,348.4,#N/A,#N/A,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348.1,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.6,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2
1952:Q1,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,339.5,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.1,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,341.9,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,#N/A,#N/A,#N/A,#N/A,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,#N/A,#N/A,#N/A,#N/A,#N/A,351.7,351.7,351.7,351.7,351.7,351.7,351.7,351.7,351.7,351.7,#N/A,#N/A,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.5,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.3,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,351.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,360.2,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8
1952:Q2,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,341.3,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,345.7,#N/A,#N/A,#N/A,#N/A,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,343.7,#N/A,#N/A,#N/A,#N/A,#N/A,352.5,352.5,352.5,352.5,352.5,352.5,352.5,352.5,352.5,352.5,#N/A,#N/A,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.4,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,352.1,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361.4,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
